Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,5,-0.0679262834497291,0,1
1,0.2767722751883102,4,-0.044778861020424,0,1
2,0.3312734762054133,7,0.0894968186693515,1,1
