Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.005215304467631979,5,-0.068166387371673,1,1
1,-0.0032723299130904228,5,-0.098557732082924,1,1
2,-0.0026587648292157495,5,-0.0962278216060668,1,1
3,-5.112997243433034e-05,5,-0.0539638059771044,1,1
4,0.0004090398019311909,5,-0.1008491230728049,1,1
