Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.816558823748692,7,-0.1071071866149399,0,1
1,0.42603727961180954,5,-0.0117938235119087,0,1
