Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.2686281746727966,1,-0.045365510514993,0,1
