Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,3,-0.0679262834497291,0,1
1,0.2900004074070285,2,-0.0500000652901525,0,1
