Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,4,-0.0679262834497291,0,1
1,0.27335625623448834,3,-0.044778861020424,0,1
