Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,1,-0.0679262834497291,0,1
1,0.23973878190216405,0,0.0806439940750135,0,1
2,0.33783648762440416,2,0.0898443869584653,1,1
3,0.17088436456182057,1,0.5555162416984113,0,1
