Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,3,-0.0679262834497291,0,1
1,0.28052613695776113,2,-0.0443827769941911,0,1
2,0.3178336493690227,5,-0.2783578003440469,1,1
3,0.2740720001707254,5,-0.3600821211434898,1,0
4,0.11394803370413881,3,0.5333077228675394,1,1
