Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.005215304467631979,6,-0.068166387371673,1,1
1,-0.00332346044158868,6,-0.098557732082924,1,1
2,0.00342572155098435,6,-0.0270037302839872,1,1
3,-0.00613567368114761,6,-0.0294035412110577,1,1
4,-0.009203654893501516,6,-0.0303138476652437,1,1
