Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,1,-0.0679262834497291,0,1
1,0.28118938092370166,0,-0.0405632148054034,0,1
2,0.3378936797243139,2,0.0905130082184232,1,1
3,0.29963731710249397,2,0.0914730163319076,1,0
4,0.11446603149304423,1,0.6754422433851229,0,1
5,0.24499548508517402,1,-0.7563488843527759,0,1
