Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.2238839378919065,1,0.0691188117894438,0,1
2,0.33041946866364386,3,0.1712629115369873,1,1
3,0.17062118811552565,2,0.5421911303998881,0,1
4,0.26742055497339634,3,0.1743314666135583,1,0
5,0.272695812026943,1,-0.6660887729947571,0,1
