Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.005215304467631979,2,-0.068166387371673,1,1
1,-0.00332346044158868,2,-0.098557732082924,1,1
2,0.00015338991837231375,2,-0.0310533985569408,1,1
3,-0.004397205965913567,2,-0.0689365975547404,1,1
4,-0.008743448077880965,2,0.0258512385545767,1,1
