Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8115915989374483,7,-0.0936223270017369,0,1
1,0.4305339726981572,5,-0.0117942316180598,0,1
