Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.2768274237227862,1,-0.0408832149596181,0,1
2,0.33372422243353334,3,0.0899206708626504,1,1
3,0.1567053556992646,2,0.5555162416984113,0,1
