Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.2697816167666739,1,-0.0416972276076031,0,1
2,0.33566476135701856,3,-0.2375675528011916,1,1
3,0.2958430404762421,3,-0.1966845063673737,1,0
4,0.2729709688686403,2,-0.7151867179861545,0,1
