Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.3286559911625551,1,-0.1712751065258642,0,1
2,0.3038879223212734,4,-0.2375675528011916,1,1
