Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,3,-0.0679262834497291,0,1
1,0.22678754111850014,2,0.0698175198001332,0,1
2,0.34144376961524736,5,-0.2364984738121546,1,1
