Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,5,-0.0679262834497291,0,1
1,0.24521253973274984,4,0.0142359806635104,0,1
2,0.34517455910598793,7,-0.07403536706592,1,1
3,0.17083172739815936,5,0.5377494266337137,0,1
