Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.9004152448649699,2,-0.0978174712314534,0,1
1,0.4703722044065522,0,-0.0118008103765846,0,1
