Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.005215304467631979,7,-0.068166387371673,1,1
1,-0.00332346044158868,7,-0.098557732082924,1,1
2,0.002096331938829144,7,-0.0317708024602117,1,1
3,0.0040392897868168345,7,-0.0323678120517126,1,1
4,-0.006033409950400247,7,-0.0558281858557426,1,1
