Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.005215304467631979,1,-0.068166387371673,1,1
1,-0.0034257215509843142,1,-0.098881825047657,1,1
2,0.0040392897868168345,1,-0.0309649192066406,1,1
3,0.0029655470920499616,1,-0.098881825047657,1,1
4,-0.006646994302628102,1,-0.0989198312493409,1,1
