Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.32082939543385997,1,-0.1610056768650286,0,1
2,0.2937819862753404,4,0.0899206708626504,1,1
3,0.29779493676941127,4,0.0905130082184232,1,0
4,0.11472505330736063,2,0.662117132086599,0,1
5,0.10096547404631989,1,0.8176971744146126,1,1
