Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,2,-0.0679262834497291,0,1
1,0.26807916196501674,1,-0.044778861020424,0,1
2,0.3333250008794417,4,0.0909845716792685,1,1
3,0.28877868582251526,4,0.0898443869584653,1,0
