Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.32423737025417626,1,-0.0109394419966275,0,0
1,0.2978385356437249,1,-0.0110956661494737,0,1
