Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,1,-0.0679262834497291,0,1
1,0.22861766357697863,0,0.0753198015590607,0,1
