Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,4,-0.0679262834497291,0,1
1,0.2687929093153167,3,-0.0451986866141282,0,1
2,0.33155824898022657,6,0.0897120151039376,1,1
